// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.04 sec)   *****
// Found 3 benchmarks:
//   SerializationBenchmark.JsonToJObjectTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]
//   SerializationBenchmark.JsonToObjectTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]
//   SerializationBenchmark.JsonToJsonSerializerTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: SerializationBenchmark.JsonToJObjectTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.7
// Runtime=.NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-CNYTJZ(Toolchain=InProcessEmitToolchain)

WorkloadActual   1: 32 op, 494963600.00 ns, 15.4676 ms/op
WorkloadActual   2: 32 op, 504349100.00 ns, 15.7609 ms/op
WorkloadActual   3: 32 op, 498475100.00 ns, 15.5773 ms/op
WorkloadActual   4: 32 op, 530623600.00 ns, 16.5820 ms/op
WorkloadActual   5: 32 op, 513157000.00 ns, 16.0362 ms/op
WorkloadActual   6: 32 op, 489093900.00 ns, 15.2842 ms/op
WorkloadActual   7: 32 op, 500647600.00 ns, 15.6452 ms/op
WorkloadActual   8: 32 op, 483171700.00 ns, 15.0991 ms/op
WorkloadActual   9: 32 op, 505417100.00 ns, 15.7943 ms/op
WorkloadActual  10: 32 op, 496040700.00 ns, 15.5013 ms/op
WorkloadActual  11: 32 op, 500316600.00 ns, 15.6349 ms/op
WorkloadActual  12: 32 op, 487141200.00 ns, 15.2232 ms/op
WorkloadActual  13: 32 op, 510345900.00 ns, 15.9483 ms/op
WorkloadActual  14: 32 op, 514232100.00 ns, 16.0698 ms/op
WorkloadActual  15: 32 op, 534156000.00 ns, 16.6924 ms/op
WorkloadActual  16: 32 op, 500767600.00 ns, 15.6490 ms/op
WorkloadActual  17: 32 op, 497515400.00 ns, 15.5474 ms/op
WorkloadActual  18: 32 op, 494061500.00 ns, 15.4394 ms/op
WorkloadActual  19: 32 op, 496968200.00 ns, 15.5303 ms/op

WorkloadResult   1: 32 op, 494963600.00 ns, 15.4676 ms/op
WorkloadResult   2: 32 op, 504349100.00 ns, 15.7609 ms/op
WorkloadResult   3: 32 op, 498475100.00 ns, 15.5773 ms/op
WorkloadResult   4: 32 op, 513157000.00 ns, 16.0362 ms/op
WorkloadResult   5: 32 op, 489093900.00 ns, 15.2842 ms/op
WorkloadResult   6: 32 op, 500647600.00 ns, 15.6452 ms/op
WorkloadResult   7: 32 op, 483171700.00 ns, 15.0991 ms/op
WorkloadResult   8: 32 op, 505417100.00 ns, 15.7943 ms/op
WorkloadResult   9: 32 op, 496040700.00 ns, 15.5013 ms/op
WorkloadResult  10: 32 op, 500316600.00 ns, 15.6349 ms/op
WorkloadResult  11: 32 op, 487141200.00 ns, 15.2232 ms/op
WorkloadResult  12: 32 op, 510345900.00 ns, 15.9483 ms/op
WorkloadResult  13: 32 op, 514232100.00 ns, 16.0698 ms/op
WorkloadResult  14: 32 op, 500767600.00 ns, 15.6490 ms/op
WorkloadResult  15: 32 op, 497515400.00 ns, 15.5474 ms/op
WorkloadResult  16: 32 op, 494061500.00 ns, 15.4394 ms/op
WorkloadResult  17: 32 op, 496968200.00 ns, 15.5303 ms/op
// GC:  91 0 0 287488688 32
// Threading:  0 0 32


Mean = 15.600 ms, StdErr = 0.065 ms (0.42%), N = 17, StdDev = 0.269 ms
Min = 15.099 ms, Q1 = 15.468 ms, Median = 15.577 ms, Q3 = 15.761 ms, Max = 16.070 ms
IQR = 0.293 ms, LowerFence = 15.028 ms, UpperFence = 16.201 ms
ConfidenceInterval = [15.339 ms; 15.862 ms] (CI 99.9%), Margin = 0.262 ms (1.68% of Mean)
Skewness = 0.06, Kurtosis = 2.21, MValue = 2

// ** Remained 1 (33.3%) benchmark(s) to run. Estimated finish 2023-08-30 18:13 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: SerializationBenchmark.JsonToJsonSerializerTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.7
// Runtime=.NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-CNYTJZ(Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 303600.00 ns, 303.6000 us/op

System.Reflection.TargetInvocationException: Exception has been thrown by the target of an invocation.
 ---> System.IO.IOException: The filename, directory name, or volume label syntax is incorrect. : 'D:\Storage\Project\benchmark\CodeBenchmark\bin\Release\net7.0\{
	        'id': '5cf72414b97023feed70111c',
	        'index': 0,
	        'guid': 'c57d7018-5f87-4f79-a8ac-9e29b6b8f2d2',
	        'isActive': false,
	        'balance': '$3,998.67',
	        'picture': 'http:\placehold.it\32x32',
	        'age': 36,
	        'eyeColor': 'green',
	        'name': {
		        'first': 'York',
		        'last': 'Bonner'
	        },
	        'company': 'SAVVY',
	        'email': 'york.bonner@savvy.biz',
	        'phone': '+1 (833) 529-2011',
	        'address': '693 Duffield Street, Moraida, Wisconsin, 1658',
	        'about': 'Occaecat tempor id ad culpa anim. Eiusmod sit commodo exercitation occaecat dolor commodo ullamco velit. Fugiat mollit esse id proident.',
	        'latitude': '-10.211243',
	        'longitude': '-15.700221',
	        'friends': [
		        {
			        'id': 0,
			        'name': 'Dodson Knox'
		        },
		        {
			        'id': 1,
			        'name': 'Kendra Wilder'
		        },
		        {
			        'id': 2,
			        'name': 'Jocelyn Knowles'
		        }
	        ],
	        'greeting': 'Hello, York! You have 10 unread messages.',
	        'favoriteFruit': 'apple'
        }'
   at Microsoft.Win32.SafeHandles.SafeFileHandle.CreateFile(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options)
   at Microsoft.Win32.SafeHandles.SafeFileHandle.Open(String fullPath, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.Strategies.OSFileStreamStrategy..ctor(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.Strategies.FileStreamHelpers.ChooseStrategyCore(String path, FileMode mode, FileAccess access, FileShare share, FileOptions options, Int64 preallocationSize, Nullable`1 unixCreateMode)
   at System.IO.StreamWriter.ValidateArgsAndOpenPath(String path, Boolean append, Encoding encoding, Int32 bufferSize)
   at System.IO.StreamWriter..ctor(String path)
   at CodeBenchmark.src.Serialization.SerializationBenchmark.JsonToJsonSerializerTest() in D:\Storage\Project\benchmark\CodeBenchmark\src\Serialization\SerializationBenchmark.cs:line 128
   at BenchmarkDotNet.Autogenerated.Runnable_2.WorkloadActionNoUnroll(Int64 invokeCount)
   at BenchmarkDotNet.Engines.Engine.RunIteration(IterationData data)
   at BenchmarkDotNet.Engines.EngineFactory.Jit(Engine engine, Int32 jitIndex, Int32 invokeCount, Int32 unrollFactor)
   at BenchmarkDotNet.Engines.EngineFactory.CreateReadyToRun(EngineParameters engineParameters)
   at BenchmarkDotNet.Autogenerated.Runnable_2.Run(BenchmarkCase benchmarkCase, IHost host)
   at System.RuntimeMethodHandle.InvokeMethod(Object target, Void** arguments, Signature sig, Boolean isConstructor)
   at System.Reflection.MethodInvoker.Invoke(Object obj, IntPtr* args, BindingFlags invokeAttr)
   --- End of inner exception stack trace ---
   at System.Reflection.MethodInvoker.Invoke(Object obj, IntPtr* args, BindingFlags invokeAttr)
   at System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   at System.Reflection.MethodBase.Invoke(Object obj, Object[] parameters)
   at BenchmarkDotNet.Toolchains.InProcess.Emit.Implementation.RunnableProgram.Run(BenchmarkId benchmarkId, Assembly partitionAssembly, BenchmarkCase benchmarkCase, IHost host)
Executable D:\Storage\Project\benchmark\CodeBenchmark\bin\Release\net7.0\bd647e5a-81c3-4b99-9f76-52d458b0f1a9Emitted.dll not found
ExitCode != 0 and no results reported
No Workload Results were obtained from the run.

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2023-08-30 18:12 (0h 0m from now) **
Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\CodeBenchmark.src.Serialization.SerializationBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\CodeBenchmark.src.Serialization.SerializationBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\CodeBenchmark.src.Serialization.SerializationBenchmark-report.html

// * Detailed results *
SerializationBenchmark.JsonToJObjectTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]
Runtime = ; GC = 
Mean = 23.552 ms, StdErr = 0.138 ms (0.59%), N = 99, StdDev = 1.378 ms
Min = 21.717 ms, Q1 = 22.362 ms, Median = 23.289 ms, Q3 = 24.597 ms, Max = 26.913 ms
IQR = 2.235 ms, LowerFence = 19.009 ms, UpperFence = 27.950 ms
ConfidenceInterval = [23.082 ms; 24.022 ms] (CI 99.9%), Margin = 0.470 ms (1.99% of Mean)
Skewness = 0.61, Kurtosis = 2.46, MValue = 2
-------------------- Histogram --------------------
[21.706 ms ; 22.487 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[22.487 ms ; 23.526 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@@
[23.526 ms ; 24.598 ms) | @@@@@@@@@@@@@@@@@@@
[24.598 ms ; 25.379 ms) | @@@@@@@@@@@@@@
[25.379 ms ; 26.201 ms) | @@@@@@
[26.201 ms ; 27.078 ms) | @@@@@
---------------------------------------------------

SerializationBenchmark.JsonToObjectTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]
Runtime = ; GC = 
Mean = 15.600 ms, StdErr = 0.065 ms (0.42%), N = 17, StdDev = 0.269 ms
Min = 15.099 ms, Q1 = 15.468 ms, Median = 15.577 ms, Q3 = 15.761 ms, Max = 16.070 ms
IQR = 0.293 ms, LowerFence = 15.028 ms, UpperFence = 16.201 ms
ConfidenceInterval = [15.339 ms; 15.862 ms] (CI 99.9%), Margin = 0.262 ms (1.68% of Mean)
Skewness = 0.06, Kurtosis = 2.21, MValue = 2
-------------------- Histogram --------------------
[15.040 ms ; 15.389 ms) | @@@
[15.389 ms ; 16.169 ms) | @@@@@@@@@@@@@@
---------------------------------------------------

SerializationBenchmark.JsonToJsonSerializerTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]
Runtime = ; GC = 
There are not any results runs

// * Summary *

BenchmarkDotNet v0.13.7, Windows 10 (10.0.19045.3324/22H2/2022Update)
Intel Core i7-7700HQ CPU 2.80GHz (Kaby Lake), 1 CPU, 8 logical and 4 physical cores
.NET SDK 7.0.400
  [Host] : .NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2

Job=InProcess  Toolchain=InProcessEmitToolchain  

|                   Method |    N |     Mean |    Error |   StdDev | Ratio | RatioSD |      Gen0 | Allocated | Alloc Ratio |
|------------------------- |----- |---------:|---------:|---------:|------:|--------:|----------:|----------:|------------:|
|        JsonToJObjectTest | 1000 | 23.55 ms | 0.470 ms | 1.378 ms |  1.52 |    0.08 | 6812.5000 |  20.42 MB |        2.38 |
|         JsonToObjectTest | 1000 | 15.60 ms | 0.262 ms | 0.269 ms |  1.00 |    0.00 | 2843.7500 |   8.57 MB |        1.00 |
| JsonToJsonSerializerTest | 1000 |       NA |       NA |       NA |     ? |       ? |        NA |        NA |           ? |

Benchmarks with issues:
  SerializationBenchmark.JsonToJsonSerializerTest: InProcess(Toolchain=InProcessEmitToolchain) [N=1000]

// * Warnings *
BaselineCustomAnalyzer
  Summary -> A question mark '?' symbol indicates that it was not possible to compute the (Ratio, RatioSD, Alloc Ratio) column(s) because the baseline value is too close to zero.
Environment
  Summary -> Detected error exit code from one of the benchmarks. It might be caused by following antivirus software:
        - Windows Defender (windowsdefender://)
Use InProcessEmitToolchain or InProcessNoEmitToolchain to avoid new process creation.


// * Hints *
Outliers
  SerializationBenchmark.JsonToObjectTest: InProcess -> 2 outliers were removed (16.58 ms, 16.69 ms)

// * Legends *
  N           : Value of the 'N' parameter
  Mean        : Arithmetic mean of all measurements
  Error       : Half of 99.9% confidence interval
  StdDev      : Standard deviation of all measurements
  Ratio       : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD     : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Gen0        : GC Generation 0 collects per 1000 operations
  Allocated   : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  Alloc Ratio : Allocated memory ratio distribution ([Current]/[Baseline])
  1 ms        : 1 Millisecond (0.001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:01:44 (104.48 sec), executed benchmarks: 2

Global total time: 00:01:45 (105.08 sec), executed benchmarks: 2
// * Artifacts cleanup *
Artifacts cleanup is finished
